Track,Artist,Popularity,duration_ms,explicit,Danceability,Energy,key,Loudness,mode,speechiness,Acousticness,instrumentalness,liveness,Valence,BPM,Genre
Birthday - Don Diablo Remix,Anne-Marie;Don Diablo,0,225000,False,0.648,0.934,8,-3.156,0,0.122,0.0838,0.0,0.131,0.671,123.962,house
Good Luck,James Hype;Pia Mia,0,147597,False,0.701,0.836,8,-6.093,1,0.051,0.0721,0.0,0.248,0.712,125.927,house
Ferrari,James Hype;Miggy Dela Rosa,0,186661,False,0.847,0.69,1,-7.877,0,0.0493,0.0127,6e-05,0.0526,0.692,125.004,house
Our Song - Just Kiddin Remix,Anne-Marie;Niall Horan;Just Kiddin,0,156093,False,0.656,0.92,11,-5.135,0,0.0422,0.051,0.000353,0.102,0.946,118.942,house
Losing,Becky Hill,0,234323,False,0.402,0.913,1,-6.212,0,0.266,0.000547,2.52e-06,0.0869,0.351,213.928,house
Think of Christmas,Anne-Marie,0,170306,False,0.546,0.829,6,-5.557,0,0.0769,0.221,0.0,0.139,0.76,90.062,house
Think of Christmas,Anne-Marie,1,170306,False,0.546,0.829,6,-5.557,0,0.0769,0.221,0.0,0.139,0.76,90.062,house
Strongest (Alan Walker Remix),Ina Wroldsen;Alan Walker,66,210285,True,0.722,0.787,0,-4.013,1,0.0734,0.0785,6.46e-06,0.124,0.852,92.022,house
2002 - Saweetie & Ms Banks Remix,Anne-Marie;Saweetie;Ms Banks,1,226920,False,0.737,0.654,1,-4.784,0,0.165,0.00355,0.0,0.126,0.5,95.635,house
Think of Christmas,Anne-Marie,0,170306,False,0.546,0.829,6,-5.557,0,0.0769,0.221,0.0,0.139,0.76,90.062,house
Ferrari,James Hype;Miggy Dela Rosa,0,186661,False,0.847,0.69,1,-7.877,0,0.0493,0.0127,6e-05,0.0526,0.692,125.004,house
Perfect to Me,Anne-Marie,0,197853,False,0.608,0.547,8,-5.691,1,0.145,0.0889,0.0,0.0734,0.403,179.888,house
Our Song - Just Kiddin Remix,Anne-Marie;Niall Horan;Just Kiddin,0,156093,False,0.656,0.92,11,-5.135,0,0.0422,0.051,0.000353,0.102,0.946,118.942,house
Alarm - Cahill Remix,Anne-Marie;Cahill,1,177656,True,0.6,0.914,9,-4.12,0,0.0374,0.00021,9.13e-06,0.204,0.605,127.991,house
Think of Christmas,Anne-Marie,0,170306,False,0.546,0.829,6,-5.557,0,0.0769,0.221,0.0,0.139,0.76,90.062,house
The Business,Tiësto,82,164000,False,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,house
Don't You Worry Child - Radio Edit,Swedish House Mafia;John Martin,80,212862,False,0.612,0.84,11,-3.145,0,0.0509,0.112,0.0,0.116,0.438,129.042,house
One Kiss,Calvin Harris;Dua Lipa,60,209040,False,0.753,0.852,9,-4.028,0,0.138,0.0319,8.63e-06,0.328,0.586,124.023,house
iPad,The Chainsmokers,69,202406,False,0.665,0.628,2,-6.297,1,0.026,0.00502,2.02e-05,0.0947,0.551,121.979,house
My Heart Goes (La Di Da) (feat. Topic),Becky Hill;Topic,75,148960,False,0.695,0.781,7,-5.578,0,0.0452,0.0185,3.12e-05,0.295,0.456,124.04,house
Good Thing,Zedd;Kehlani,0,210901,True,0.693,0.565,1,-3.854,0,0.0378,0.396,0.0,0.0409,0.588,185.916,house
Only a Fool,Galantis;Ship Wrek;Pink Sweat$,0,166687,False,0.729,0.619,5,-6.155,0,0.0346,0.0451,0.0,0.0953,0.623,123.061,house
Nevada,Vicetone;Cozi Zuehlsdorff,71,208561,False,0.605,0.783,3,-4.271,1,0.0324,0.299,0.000175,0.133,0.105,124.015,house
Rise,Jonas Blue;Jack & Jack,71,194407,False,0.687,0.785,1,-4.65,1,0.0333,0.327,0.0,0.203,0.655,106.046,house
Only a Fool,Galantis;Ship Wrek;Pink Sweat$,0,166687,False,0.729,0.619,5,-6.155,0,0.0346,0.0451,0.0,0.0953,0.623,123.061,house
Clarity,Zedd;Foxes,0,271426,False,0.509,0.781,8,-3.48,1,0.0721,0.0391,0.0,0.0749,0.176,128.002,house
Bad Memories (feat. Elley Duhé & FAST BOY),MEDUZA;James Carter;Elley Duhé;FAST BOY,85,148629,False,0.607,0.767,5,-6.069,0,0.0474,0.118,0.0,0.122,0.662,123.998,house
Paradise,Alan Walker;K-391;Boy In Space,63,183344,False,0.779,0.58,0,-6.168,0,0.0355,0.158,0.0,0.124,0.679,148.916,house
All About It,Deep Chills,59,135642,False,0.741,0.564,7,-8.777,1,0.0328,0.307,0.0,0.171,0.884,108.055,house
Get Low,Zedd;Liam Payne,0,204693,False,0.723,0.924,1,-3.518,1,0.0516,0.0332,5.63e-06,0.0496,0.527,108.009,house
Clarity,Zedd;Foxes,2,271426,False,0.509,0.781,8,-3.48,1,0.0721,0.0391,0.0,0.0749,0.176,128.002,house
Get Low,Zedd;Liam Payne,0,204693,False,0.723,0.924,1,-3.518,1,0.0516,0.0332,5.63e-06,0.0496,0.527,108.009,house
Breaking Me,Topic;A7S,0,166793,False,0.789,0.72,8,-5.652,0,0.217,0.223,0.0,0.129,0.664,122.031,house
Bre Petrunko,FanEOne,56,247572,False,0.533,0.644,2,-9.843,1,0.229,0.0177,0.0216,0.158,0.366,159.976,house
Heartbreak Anthem (with David Guetta & Little Mix),Galantis;David Guetta;Little Mix,79,183725,False,0.595,0.784,1,-4.878,1,0.102,0.216,0.0,0.0608,0.479,124.111,house
Personal,HRVY,70,198040,False,0.755,0.536,8,-5.605,1,0.12,0.114,0.0,0.0282,0.882,138.969,house
Hello World,Alan Walker;Torine,65,171585,False,0.651,0.646,10,-6.548,0,0.0408,0.00738,3.19e-05,0.193,0.124,104.139,house
Stay,Zedd;Alessia Cara,0,210400,False,0.689,0.623,5,-5.025,0,0.0621,0.254,0.0,0.113,0.546,101.998,house
The Middle,Zedd;Maren Morris;Grey,1,184732,False,0.753,0.657,7,-3.061,1,0.045,0.173,0.0,0.112,0.435,107.013,house
Stay,Zedd;Alessia Cara,0,210400,False,0.689,0.623,5,-5.025,0,0.0621,0.254,0.0,0.113,0.546,101.998,house
The Middle,Zedd;Maren Morris;Grey,0,184732,False,0.753,0.657,7,-3.061,1,0.045,0.173,0.0,0.112,0.435,107.013,house
The Middle,Zedd;Maren Morris;Grey,0,184732,False,0.753,0.657,7,-3.061,1,0.045,0.173,0.0,0.112,0.435,107.013,house
Why Do You Lie To Me,Topic;A7S;Lil Baby,0,171290,True,0.65,0.738,4,-6.46,0,0.158,0.0539,0.0,0.206,0.336,119.827,house
Stay The Night,Zedd;Hayley Williams,0,217346,False,0.595,0.738,8,-3.109,1,0.041,0.107,0.0,0.0947,0.461,127.954,house
Follow Me,Topic;John Martin,0,194285,False,0.578,0.854,3,-7.661,0,0.0427,0.00823,0.000118,0.0815,0.0437,125.928,house
Chain My Heart,Topic;Bebe Rexha,0,146880,False,0.663,0.849,11,-4.462,0,0.0334,0.0791,1.2e-06,0.192,0.722,123.992,house
1x1,Galantis,0,139435,False,0.887,0.863,2,-4.2,1,0.0697,0.0176,0.0594,0.288,0.517,120.028,house
1x1,Galantis,0,139435,False,0.887,0.863,2,-4.2,1,0.0697,0.0176,0.0594,0.288,0.517,120.028,house
1x1,Galantis,0,139435,False,0.887,0.863,2,-4.2,1,0.0697,0.0176,0.0594,0.288,0.517,120.028,house
Chain My Heart,Topic;Bebe Rexha,0,146880,False,0.663,0.849,11,-4.462,0,0.0334,0.0791,1.2e-06,0.192,0.722,123.992,house
Breaking Me,Topic;A7S,0,166793,False,0.789,0.72,8,-5.652,0,0.217,0.223,0.0,0.129,0.664,122.031,house
1x1,Galantis,0,139435,False,0.887,0.863,2,-4.2,1,0.0697,0.0176,0.0594,0.288,0.517,120.028,house
You Don't Know Me - Radio Edit,Jax Jones;RAYE,0,213946,True,0.877,0.658,11,-6.055,0,0.132,0.163,0.0,0.108,0.693,123.995,house
Breaking Me,Topic;A7S,0,166793,False,0.789,0.72,8,-5.652,0,0.217,0.223,0.0,0.129,0.664,122.031,house
1x1,Galantis,0,139435,False,0.887,0.863,2,-4.2,1,0.0697,0.0176,0.0594,0.288,0.517,120.028,house
In Your Arms (For An Angel),Topic;Robin Schulz;Nico Santos;Paul van Dyk,0,150476,False,0.694,0.828,11,-4.653,0,0.0336,0.0399,0.0,0.0796,0.407,126.002,house
Kernkraft 400 (A Better Day),Topic;A7S,0,165800,False,0.623,0.727,11,-5.57,0,0.0562,0.184,2.02e-05,0.309,0.4,125.975,house
In Your Arms (For An Angel),Topic;Robin Schulz;Nico Santos;Paul van Dyk,0,150476,False,0.694,0.828,11,-4.653,0,0.0336,0.0399,0.0,0.0796,0.407,126.002,house
Kernkraft 400 (A Better Day),Topic;A7S,1,165800,False,0.623,0.727,11,-5.57,0,0.0562,0.184,2.02e-05,0.309,0.4,125.975,house
Play,Jax Jones;Years & Years,0,186386,False,0.759,0.815,11,-6.544,0,0.0428,0.0127,0.0,0.269,0.597,125.052,house
In Your Arms (For An Angel),Topic;Robin Schulz;Nico Santos;Paul van Dyk,0,150476,False,0.694,0.828,11,-4.653,0,0.0336,0.0399,0.0,0.0796,0.407,126.002,house
Kernkraft 400 (A Better Day),Topic;A7S,0,165800,False,0.623,0.727,11,-5.57,0,0.0562,0.184,2.02e-05,0.309,0.4,125.975,house
Kernkraft 400 (A Better Day),Topic;A7S,0,165800,False,0.623,0.727,11,-5.57,0,0.0562,0.184,2.02e-05,0.309,0.4,125.975,house
You Don't Know Me - Radio Edit,Jax Jones;RAYE,1,213946,True,0.877,0.658,11,-6.055,0,0.132,0.163,0.0,0.108,0.693,123.995,house
Instruction,Jax Jones;Demi Lovato;Stefflon Don,0,165906,True,0.762,0.923,9,-3.107,0,0.189,0.103,0.0,0.105,0.936,121.081,house
Stereo Love,Edward Maya;Vika Jigulina,51,249244,False,0.763,0.84,9,-3.907,1,0.0354,0.0451,0.00435,0.104,0.349,127.046,house
5% TINT,Travis Scott,79,196138,True,0.712,0.481,4,-5.415,0,0.0487,0.173,0.0,0.241,0.062,140.0,house
So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix;David Guetta;Jamie Scott;Romy Dya,67,183636,False,0.526,0.52,6,-7.985,0,0.0569,0.435,0.0,0.197,0.13,149.119,house
Ad Kolima,Demeter;ISHNLV,53,186115,True,0.812,0.743,4,-6.347,1,0.237,0.247,0.00744,0.186,0.63,168.104,house
Ride It,Regard,81,157605,False,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,house
Don't Call Me Up,Mabel,77,178480,False,0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994,house
What If I Wasn't Done Loving You?,Fly By Midnight,63,175562,False,0.52,0.662,8,-7.626,1,0.0776,0.589,1.78e-05,0.133,0.235,172.102,house
Perfect Strangers,Jonas Blue;JP Cooper,76,196613,False,0.73,0.861,1,-4.1,1,0.0451,0.39,0.0,0.213,0.704,117.965,house
Are You With Me,Lost Frequencies,74,138013,False,0.763,0.608,5,-8.1,0,0.035,0.262,2.5e-05,0.12,0.393,121.02,house
High On Life (feat. Bonn),Martin Garrix;Bonn,71,230761,False,0.414,0.486,6,-6.431,0,0.0311,0.0129,0.0,0.111,0.368,128.038,house
Waiting,Vicetone;Daisy Guttridge,63,205714,False,0.651,0.7,1,-4.264,0,0.0318,0.352,0.0,0.061,0.214,104.964,house
I Wish (Christmas Version),Joel Corry;Mabel,0,200595,False,0.652,0.603,0,-6.555,1,0.0317,0.241,0.0,0.132,0.192,106.025,house
I Wish,Joel Corry;Mabel,0,181728,False,0.686,0.856,9,-2.717,0,0.0426,0.0896,0.0,0.0648,0.733,123.997,house
I Wish,Joel Corry;Mabel,3,181728,False,0.686,0.856,9,-2.717,0,0.0426,0.0896,0.0,0.0648,0.733,123.997,house
Stereo Love,HUTS;Brenton Mattheus,66,146190,False,0.498,0.693,1,-5.9,0,0.227,0.069,0.0,0.421,0.238,125.857,house
I Wish,Joel Corry;Mabel,0,181728,False,0.686,0.856,9,-2.717,0,0.0426,0.0896,0.0,0.0648,0.733,123.997,house
I Wish,Joel Corry;Mabel,1,181728,False,0.686,0.856,9,-2.717,0,0.0426,0.0896,0.0,0.0648,0.733,123.997,house
Do It Better,Felix Jaehn;Zoe Wees,0,170045,False,0.677,0.804,1,-5.337,0,0.0677,0.0818,1.92e-05,0.158,0.41,122.111,house
All Falls Down (feat. Juliander),Alan Walker;Noah Cyrus;Digital Farm Animals;Juliander,65,198880,False,0.655,0.672,1,-4.966,1,0.0581,0.253,0.0,0.312,0.675,98.005,house
Running Out Of Roses,Alan Walker;Jamie Miller,67,136563,False,0.753,0.539,3,-6.946,1,0.0393,0.0505,0.0,0.0664,0.443,124.015,house
Run Free - 8D TikTok Edit,Deep Chills;IVIE,52,170800,False,0.617,0.604,7,-9.676,1,0.0323,0.0489,9.94e-05,0.168,0.515,99.961,house
Do It Better,Felix Jaehn;Zoe Wees,0,170045,False,0.677,0.804,1,-5.337,0,0.0677,0.0818,1.92e-05,0.158,0.41,122.111,house
Head & Heart,Joel Corry;MNEK,0,166028,False,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,house
Head & Heart,Joel Corry;MNEK,0,166028,False,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,house
I Wish,Joel Corry;Mabel,0,181728,False,0.686,0.856,9,-2.717,0,0.0426,0.0896,0.0,0.0648,0.733,123.997,house
I Wish,Joel Corry;Mabel,0,181728,False,0.686,0.856,9,-2.717,0,0.0426,0.0896,0.0,0.0648,0.733,123.997,house
Do It Better,Felix Jaehn;Zoe Wees,0,170045,False,0.677,0.804,1,-5.337,0,0.0677,0.0818,1.92e-05,0.158,0.41,122.111,house
Let's Go Home Together,Ella Henderson;Tom Grennan,0,208692,False,0.661,0.486,5,-4.438,1,0.0431,0.454,0.0,0.0994,0.309,78.31,house
I Got A Feeling,Felix Jaehn;Robin Schulz;Georgia Ku,0,144734,False,0.598,0.833,2,-3.716,0,0.048,0.0196,0.0,0.292,0.406,124.973,house
Call It Love,Felix Jaehn;Ray Dalton,1,154560,False,0.616,0.841,5,-4.779,0,0.076,0.0559,0.00217,0.417,0.714,110.029,house
Call It Love,Felix Jaehn;Ray Dalton,0,154560,False,0.616,0.841,5,-4.779,0,0.076,0.0559,0.00217,0.417,0.714,110.029,house
Winds May Change,Felix Jaehn,3,186105,False,0.712,0.923,6,-5.536,0,0.0727,0.0124,0.168,0.103,0.263,127.982,house
Rain In Ibiza,Felix Jaehn;The Stickmen Project;Calum Scott,0,141931,False,0.654,0.898,7,-5.964,1,0.0413,0.0844,0.0347,0.316,0.722,123.996,house
Another Night,Gabry Ponte;Conor Maynard;jayover,1,142862,False,0.635,0.851,8,-5.804,0,0.0464,0.0629,2.05e-06,0.173,0.239,124.032,house
Head & Heart,Joel Corry;MNEK,0,166028,False,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,house
Rain In Ibiza,Felix Jaehn;The Stickmen Project;Calum Scott,0,141931,False,0.654,0.898,7,-5.964,1,0.0413,0.0844,0.0347,0.316,0.722,123.996,house
Let's Go Home Together,Ella Henderson;Tom Grennan,0,208692,False,0.661,0.486,5,-4.438,1,0.0431,0.454,0.0,0.0994,0.309,78.31,house
Call It Love,Felix Jaehn;Ray Dalton,0,154560,False,0.616,0.841,5,-4.779,0,0.076,0.0559,0.00217,0.417,0.714,110.029,house
Rather Be - The Magician Remix,Clean Bandit;Jess Glynne;The Magician,0,274800,False,0.809,0.757,1,-6.246,0,0.0424,0.0157,0.0943,0.0997,0.587,121.013,house
I Got A Feeling,Felix Jaehn;Robin Schulz;Georgia Ku,0,144734,False,0.598,0.833,2,-3.716,0,0.048,0.0196,0.0,0.292,0.406,124.973,house
Rather Be - The Magician Remix,Clean Bandit;Jess Glynne;The Magician,0,274800,False,0.809,0.757,1,-6.246,0,0.0424,0.0157,0.0943,0.0997,0.587,121.013,house
Head & Heart,Joel Corry;MNEK,0,166028,False,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,house
Head & Heart,Joel Corry;MNEK,0,166028,False,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,house
Winds May Change,Felix Jaehn,0,186105,False,0.712,0.923,6,-5.536,0,0.0727,0.0124,0.168,0.103,0.263,127.982,house
Rain In Ibiza,Felix Jaehn;The Stickmen Project;Calum Scott,0,141931,False,0.654,0.898,7,-5.964,1,0.0413,0.0844,0.0347,0.316,0.722,123.996,house
I Got A Feeling,Felix Jaehn;Robin Schulz;Georgia Ku,0,144734,False,0.598,0.833,2,-3.716,0,0.048,0.0196,0.0,0.292,0.406,124.973,house
Let's Go Home Together,Ella Henderson;Tom Grennan,0,208692,False,0.661,0.486,5,-4.438,1,0.0431,0.454,0.0,0.0994,0.309,78.31,house
Let's Go Home Together,Ella Henderson;Tom Grennan,0,208692,False,0.661,0.486,5,-4.438,1,0.0431,0.454,0.0,0.0994,0.309,78.31,house
Close Your Eyes,Felix Jaehn;VIZE;Miss Li,0,159962,False,0.844,0.818,2,-3.727,1,0.2,0.0743,1.28e-05,0.112,0.536,128.094,house
Feel Good,Felix Jaehn;Mike Williams,0,166946,False,0.702,0.903,4,-3.921,1,0.0379,0.121,0.000124,0.168,0.655,125.95,house
How Deep is Your Love (feat. Disciples),Calvin Harris;Disciples,77,212640,False,0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,house
BUTTERFLY EFFECT,Travis Scott,79,190557,False,0.763,0.628,11,-5.85,1,0.05,0.0531,0.0,0.114,0.193,140.958,house
Tuesday (feat. Danelle Sandoval),Burak Yeter;Danelle Sandoval,72,241874,False,0.841,0.639,9,-6.052,0,0.0688,0.0156,0.0654,0.0545,0.675,99.002,house
Breaking Me,Topic;A7S,78,166793,False,0.789,0.72,8,-5.652,0,0.218,0.223,0.0,0.129,0.664,122.031,house
STARGAZING,Travis Scott,75,270714,True,0.487,0.789,8,-3.69,1,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,house
I Love U,The Chainsmokers,69,185522,False,0.651,0.719,8,-5.804,1,0.0318,0.143,3.62e-05,0.0948,0.81,103.981,house
Hot In It,Tiësto;Charli XCX,84,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,house
Instant Crush (feat. Julian Casablancas),Daft Punk;Julian Casablancas,76,337560,False,0.775,0.585,10,-9.516,0,0.0271,0.0422,0.619,0.077,0.518,109.942,house
Solo (feat. Demi Lovato),Clean Bandit;Demi Lovato,71,222653,False,0.737,0.636,11,-4.546,0,0.0437,0.0441,6.66e-05,0.35,0.565,105.005,house
Astronomia,Vicetone;Tony Igy,68,198095,False,0.653,0.945,5,-2.634,1,0.096,0.00561,0.915,0.439,0.326,126.093,house
All Around the World (La La La),R3HAB;A Touch Of Class,50,147840,False,0.733,0.859,9,-5.03,0,0.033,0.479,0.0645,0.105,0.52,124.948,house
In My Mind,Dynoro;Gigi D'Agostino,79,184560,False,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,house
Lost Without You (with Dean Lewis),Kygo;Dean Lewis,75,203609,False,0.621,0.575,11,-6.243,1,0.0564,0.265,0.0,0.0932,0.343,117.887,house
Latch,Disclosure;Sam Smith,0,256040,False,0.5,0.731,1,-5.494,1,0.163,0.0179,0.000338,0.0864,0.542,121.989,house
Paradise (feat. Dermot Kennedy),MEDUZA;Dermot Kennedy,79,167903,False,0.632,0.595,8,-7.644,0,0.0401,0.0689,0.0,0.209,0.435,124.114,house
Latch,Disclosure;Sam Smith,0,256040,False,0.5,0.731,1,-5.494,1,0.163,0.0179,0.000338,0.0864,0.542,121.989,house
Believers,Alan Walker;Conor Maynard,61,159077,False,0.649,0.69,8,-5.384,0,0.0296,0.0247,0.0,0.161,0.593,104.04,house
Walk Thru Fire,Vicetone,65,194482,False,0.639,0.664,5,-4.926,1,0.0357,0.329,1.53e-06,0.382,0.351,116.028,house
Day N Night,Afrojack;Black V Neck;Muni Long,2,179199,False,0.709,0.871,5,-4.126,0,0.175,0.134,0.0,0.316,0.667,125.94,house
Diamond Heart,Alan Walker;Sophia Somajo,63,240333,False,0.478,0.633,0,-6.19,1,0.0345,0.123,0.0,0.41,0.287,89.909,house
Different World (feat. CORSAK),Alan Walker;K-391;Sofia Carson;CORSAK,63,202906,False,0.602,0.752,7,-4.931,0,0.0361,0.0638,0.0,0.13,0.331,130.037,house
Tondo,Disclosure;Eko Roosevelt,0,329280,False,0.675,0.92,0,-7.153,0,0.0539,0.0126,0.117,0.329,0.842,132.001,house
Worlds On Fire,Afrojack;R3HAB;Au/Ra,1,174193,False,0.621,0.756,5,-5.623,1,0.114,0.0752,1.17e-06,0.65,0.265,124.039,house
Lose Somebody,Kygo;OneRepublic,74,199549,False,0.58,0.586,1,-6.883,1,0.0357,0.344,0.0,0.0755,0.507,147.988,house
Everything but You,Clean Bandit;A7S,0,198014,False,0.679,0.764,6,-5.301,1,0.0391,0.031,9.05e-06,0.0951,0.471,124.977,house
Day N Night,Afrojack;Black V Neck;Muni Long,0,179199,False,0.709,0.871,5,-4.126,0,0.175,0.134,0.0,0.316,0.667,125.94,house
Nowhere,Clean Bandit;Rita Ora;KYLE,0,226040,False,0.794,0.624,11,-6.024,0,0.0344,0.0575,2.08e-06,0.208,0.755,100.015,house
Solo,Clean Bandit;Demi Lovato,5,222706,False,0.74,0.622,11,-4.601,0,0.0446,0.0357,4.61e-05,0.356,0.557,104.968,house
Tondo,Disclosure;Eko Roosevelt,0,329280,False,0.675,0.92,0,-7.153,0,0.0539,0.0126,0.117,0.329,0.842,132.001,house
Help Me Lose My Mind,Disclosure;London Grammar,0,244174,False,0.776,0.713,5,-5.676,0,0.0554,0.0379,0.107,0.0564,0.328,109.033,house
Friends,Ella Henderson,0,178298,False,0.747,0.537,10,-5.76,1,0.0413,0.198,1.24e-05,0.18,0.453,97.056,house
Tondo,Disclosure;Eko Roosevelt,1,329280,False,0.675,0.92,0,-7.153,0,0.0539,0.0126,0.117,0.329,0.842,132.001,house
Mama,Jonas Blue;William Singe,1,184133,False,0.737,0.792,11,-4.117,0,0.0416,0.102,0.0,0.0532,0.543,104.013,house
Risk It All,Ella Henderson;House Gospel Choir;Just Kiddin,1,178064,True,0.706,0.914,5,-5.668,0,0.0615,0.19,0.0,0.0886,0.299,124.03,house
Another Life,Afrojack;David Guetta;Ester Dean,0,208689,False,0.416,0.771,7,-3.183,0,0.0539,0.178,1.47e-06,0.501,0.493,144.869,house
Sing Me to Sleep,Alan Walker,66,187800,False,0.474,0.622,4,-6.381,0,0.061,0.0129,3.82e-06,0.327,0.158,176.062,house
Something Stupid,Jonas Blue;AWA,0,176734,False,0.705,0.864,0,-5.13,0,0.0344,0.276,0.00037,0.0872,0.626,120.012,house
Mama,Jonas Blue;William Singe,5,184133,False,0.737,0.792,11,-4.117,0,0.0416,0.102,0.0,0.0532,0.543,104.013,house
When A Fire Starts To Burn,Disclosure,0,283705,False,0.863,0.732,7,-6.956,1,0.21,0.00963,0.0012,0.243,0.672,123.961,house
I Miss You - Matoma Remix,Clean Bandit;Julia Michaels;Matoma,0,211312,False,0.555,0.737,5,-4.728,1,0.107,0.314,0.0,0.243,0.65,105.094,house
Mama,Jonas Blue;William Singe,0,184133,False,0.737,0.792,11,-4.117,0,0.0416,0.102,0.0,0.0532,0.543,104.013,house
Risk It All,Ella Henderson;House Gospel Choir;Just Kiddin,0,178064,True,0.706,0.914,5,-5.668,0,0.0615,0.19,0.0,0.0886,0.299,124.03,house
Mama,Jonas Blue;William Singe,0,184133,False,0.737,0.792,11,-4.117,0,0.0416,0.102,0.0,0.0532,0.543,104.013,house
By Your Side,Jonas Blue;RAYE,0,201254,False,0.694,0.743,6,-3.851,1,0.033,0.0773,0.0,0.0587,0.637,122.998,house
The Spark,Afrojack;Spree Wilson,0,243733,False,0.632,0.929,11,-4.194,1,0.0456,0.116,0.0,0.106,0.532,126.003,house
Another Life,Afrojack;David Guetta;Ester Dean,0,208689,False,0.416,0.771,7,-3.183,0,0.0539,0.178,1.47e-06,0.501,0.493,144.869,house
Perfect Strangers,Jonas Blue;JP Cooper,0,196613,False,0.735,0.863,1,-4.079,1,0.0458,0.393,0.0,0.271,0.728,118.029,house
Perfect Strangers,Jonas Blue;JP Cooper,0,196613,False,0.735,0.863,1,-4.079,1,0.0458,0.393,0.0,0.271,0.728,118.029,house
Take Care of You - Nathan Dawe Remix,Ella Henderson;Nathan Dawe,0,198582,False,0.693,0.934,11,-3.46,1,0.0464,0.0832,0.0012,0.32,0.505,124.029,house
Ain't Nobody (Loves Me Better),Felix Jaehn;Jasmine Thompson,0,186146,False,0.778,0.566,2,-6.969,0,0.0314,0.681,0.000241,0.0696,0.454,117.976,house
Over Now (with The Weeknd),Calvin Harris;The Weeknd,71,210795,True,0.612,0.884,4,-4.113,0,0.0454,0.0759,0.00132,0.247,0.679,178.043,house
YOSEMITE,Travis Scott,75,150043,True,0.785,0.554,0,-6.571,1,0.0409,0.283,3.4e-06,0.116,0.144,128.047,house
Hope,The Chainsmokers;Winona Oak,65,180120,False,0.773,0.699,1,-5.982,0,0.0958,0.488,3.6e-06,0.0814,0.513,104.941,house
Obsessed (with Charlie Puth & Shenseea),Calvin Harris;Charlie Puth;Shenseea,73,226497,True,0.733,0.74,1,-6.343,0,0.0333,0.246,3.3e-05,0.299,0.903,99.993,house
PSYCHO (feat. Aitch) - The Wild Remix,Anne-Marie;The Wild;Aitch,0,190664,True,0.679,0.783,0,-4.992,1,0.14,0.00231,8.01e-05,0.309,0.507,128.045,house
Beautiful Now,Zedd;Jon Bellion,70,218293,False,0.628,0.833,11,-4.126,0,0.0282,0.0079,1.48e-05,0.074,0.56,128.003,house
Nightlight,ILLENIUM;Annika Wells,61,222400,False,0.494,0.651,11,-4.127,0,0.0384,0.0819,0.0,0.104,0.162,149.979,house
Firestone,Kygo;Conrad Sewell,77,271640,False,0.704,0.634,11,-7.374,0,0.0428,0.393,3.17e-05,0.0952,0.411,113.927,house
No Promises (feat. Demi Lovato),Cheat Codes;Demi Lovato,67,223503,False,0.741,0.667,10,-5.445,1,0.134,0.0575,0.0,0.106,0.595,112.956,house
Light It Up - Remix,Major Lazer;Nyla;Fuse ODG,67,166138,False,0.747,0.877,9,-3.782,0,0.0664,0.0375,0.000833,0.233,0.752,107.991,house
Waste It On Me,Steve Aoki;BTS,63,192536,False,0.669,0.684,7,-4.595,1,0.0585,0.252,0.0,0.72,0.466,96.097,house
WTF (feat. Amber Van Day),HUGEL;Amber Van Day,64,160686,True,0.808,0.737,11,-4.538,0,0.0526,0.0602,1.12e-06,0.704,0.865,123.985,house
Falling,Besomorph;N3WPORT;Meo,60,149571,False,0.469,0.777,8,-6.175,0,0.0742,0.0183,0.0,0.111,0.252,139.967,house
Ciao Adios,Anne-Marie,65,199773,False,0.694,0.853,7,-3.986,1,0.0934,0.136,0.0,0.322,0.501,106.098,house
Takeaway (feat. Lennon Stella) - Pilton Remix,The Chainsmokers;ILLENIUM;Lennon Stella;pilton,57,213253,False,0.515,0.696,3,-7.323,1,0.034,0.136,0.0,0.238,0.528,99.985,house
Stranger Things (feat. OneRepublic) - Alan Walker Remix,Kygo;OneRepublic;Alan Walker,63,178413,False,0.659,0.742,0,-4.624,1,0.0283,0.146,0.0,0.217,0.729,106.947,house
