Track,Artist,BPM,Energy,Valence,Danceability,Acousticness,Popularity,Year
Ibiza Session Track 1942,MK,126,0.97,0.71,0.74,0.04,73,2012
Ibiza Session Track 1943,Maceo Plex,100,0.54,0.58,0.51,0.38,71,2012
Ibiza Session Track 1944,David Guetta,120,0.74,0.84,0.82,0.18,62,2005
Ibiza Session Track 1945,David Guetta,126,0.87,0.73,0.66,0.03,69,2018
Ibiza Session Track 1946,Carl Cox,128,0.87,0.51,0.61,0.02,72,2023
Ibiza Session Track 1947,Black Coffee,129,0.84,0.28,0.74,0.06,61,2016
Ibiza Session Track 1948,Peggy Gou,129,0.95,0.56,0.64,0.0,59,2021
Ibiza Session Track 1949,Peggy Gou,127,0.85,0.53,0.63,0.03,74,2023
Ibiza Session Track 1950,Calvin Harris,102,0.42,0.56,0.51,0.73,55,2020
Ibiza Session Track 1951,Hot Since 82,97,0.53,0.5,0.59,0.57,58,2019
Ibiza Session Track 1952,Fisher,123,0.83,0.62,0.84,0.06,77,2001
Ibiza Session Track 1953,Tale Of Us,120,0.71,0.89,0.87,0.0,51,2013
Ibiza Session Track 1954,MK,126,0.98,0.5,0.75,0.01,73,2025
Ibiza Session Track 1955,Fisher,129,0.98,0.56,0.63,0.0,79,2004
Ibiza Session Track 1956,Calvin Harris,126,0.77,0.29,0.73,0.08,71,2022
Ibiza Session Track 1957,Maceo Plex,93,0.52,0.31,0.7,0.52,57,2018
Ibiza Session Track 1958,Jamie Jones,123,0.74,0.78,0.84,0.19,60,2022
Ibiza Session Track 1959,Jamie Jones,115,0.43,0.69,0.67,0.5,62,1998
Ibiza Session Track 1960,Fisher,112,0.32,0.63,0.69,0.48,59,1996
Ibiza Session Track 1961,Tale Of Us,126,0.9,0.55,0.61,0.02,63,2006
Ibiza Session Track 1962,Maceo Plex,127,0.89,0.22,0.6,0.02,66,1998
Ibiza Session Track 1963,Marco Carola,122,0.87,0.75,0.74,0.0,47,2019
Ibiza Session Track 1964,Black Coffee,125,0.84,0.72,0.71,0.1,52,2020
Ibiza Session Track 1965,Calvin Harris,103,0.39,0.57,0.56,0.51,64,1999
Ibiza Session Track 1966,Fisher,104,0.47,0.53,0.57,0.75,45,2018
Ibiza Session Track 1967,Solomun,126,0.88,0.3,0.67,0.08,67,2002
Ibiza Session Track 1968,David Guetta,127,0.76,0.19,0.62,0.07,54,2025
Ibiza Session Track 1969,Hot Since 82,129,0.87,0.42,0.7,0.03,42,2016
Ibiza Session Track 1970,Calvin Harris,94,0.41,0.47,0.51,0.52,70,2005
Ibiza Session Track 1971,The Martinez Brothers,126,0.97,0.62,0.72,0.04,49,2011
Ibiza Session Track 1972,The Martinez Brothers,106,0.36,0.56,0.65,0.69,59,2004
Ibiza Session Track 1973,Carl Cox,99,0.33,0.58,0.5,0.53,79,1996
Ibiza Session Track 1974,Tale Of Us,129,0.93,0.37,0.71,0.09,75,2000
Ibiza Session Track 1975,Black Coffee,125,0.85,0.22,0.78,0.02,79,2002
Ibiza Session Track 1976,Solomun,129,0.86,0.32,0.61,0.06,50,2003
Ibiza Session Track 1977,Tale Of Us,125,0.67,0.77,0.73,0.19,47,2022
Ibiza Session Track 1978,Carl Cox,121,0.76,0.85,0.8,0.05,54,2000
Ibiza Session Track 1979,Black Coffee,113,0.48,0.64,0.52,0.61,49,2017
Ibiza Session Track 1980,MK,122,0.61,0.9,0.86,0.05,66,2000
Ibiza Session Track 1981,Maceo Plex,122,0.65,0.51,0.81,0.05,64,2006
Ibiza Session Track 1982,Carl Cox,92,0.45,0.42,0.62,0.59,50,2019
Ibiza Session Track 1983,David Guetta,125,0.83,0.16,0.71,0.01,71,2005
Ibiza Session Track 1984,Jamie Jones,99,0.36,0.63,0.67,0.47,63,2016
Ibiza Session Track 1985,Solomun,104,0.52,0.69,0.62,0.56,51,2013
Ibiza Session Track 1986,Jamie Jones,130,0.92,0.13,0.64,0.08,65,1997
Ibiza Session Track 1987,Hot Since 82,120,0.41,0.53,0.69,0.51,54,1995
Ibiza Session Track 1988,Peggy Gou,125,0.69,0.61,0.73,0.15,51,2006
Ibiza Session Track 1989,Calvin Harris,100,0.47,0.67,0.65,0.51,55,2012
Ibiza Session Track 1990,MK,129,0.86,0.73,0.63,0.04,61,2025
Ibiza Session Track 1991,Fisher,127,0.7,0.51,0.77,0.09,57,2018
Ibiza Session Track 1992,Jamie Jones,128,0.72,0.37,0.77,0.04,54,2022
Ibiza Session Track 1993,Hot Since 82,127,0.88,0.63,0.71,0.01,60,2012
Ibiza Session Track 1994,Marco Carola,128,0.87,0.46,0.67,0.04,60,1996
Ibiza Session Track 1995,Marco Carola,127,0.91,0.48,0.61,0.0,48,2011
Ibiza Session Track 1996,MK,118,0.5,0.49,0.5,0.38,64,2020
Ibiza Session Track 1997,Solomun,124,0.84,0.56,0.84,0.07,44,1999
Ibiza Session Track 1998,Fisher,130,0.84,0.27,0.8,0.05,73,2021
Ibiza Session Track 1999,MK,120,0.64,0.9,0.83,0.04,65,2010
